N         Time(s)           OB_avg          OB_max       OB_min
3350      0.00021414        20399.00        20399        20399           
3360      0.00021664        20464.00        20464        20464           
3370      0.00021555        20539.00        20539        20539           
3380      0.00021765        20604.00        20604        20604           
3390      0.00021686        20663.00        20663        20663           
3400      0.00021736        20732.00        20732        20732           
3410      0.00021780        20799.00        20799        20799           
3420      0.00022517        20860.00        20860        20860           
3430      0.00021978        20921.00        20921        20921           
3440      0.00022053        20976.00        20976        20976           
3450      0.00022030        21031.00        21031        21031           
3460      0.00022213        21088.00        21088        21088           
3470      0.00022280        21157.00        21157        21157           
3480      0.00022222        21220.00        21220        21220           
3490      0.00022311        21279.00        21279        21279           
3500      0.00022333        21340.00        21340        21340           
3510      0.00022423        21395.00        21395        21395           
3520      0.00022386        21440.00        21440        21440           
3530      0.00022465        21505.00        21505        21505           
3540      0.00022530        21560.00        21560        21560           
3550      0.00022651        21609.00        21609        21609           
3560      0.00022654        21660.00        21660        21660           
3570      0.00023131        21707.00        21707        21707           
3580      0.00022758        21748.00        21748        21748           
3590      0.00022836        21813.00        21813        21813           
3600      0.00022939        21888.00        21888        21888           
3610      0.00022998        21963.00        21963        21963           
3620      0.00023153        22032.00        22032        22032           
3630      0.00023144        22101.00        22101        22101           
3640      0.00023314        22164.00        22164        22164           
3650      0.00023347        22225.00        22225        22225           
3660      0.00023435        22296.00        22296        22296           
3670      0.00023546        22361.00        22361        22361           
3680      0.00023596        22416.00        22416        22416           
3690      0.00023631        22481.00        22481        22481           
3700      0.00023699        22536.00        22536        22536           
3710      0.00023827        22585.00        22585        22585           
3720      0.00023838        22652.00        22652        22652           
3730      0.00024279        22719.00        22719        22719           
3740      0.00024046        22780.00        22780        22780           
3750      0.00024143        22841.00        22841        22841           
3760      0.00024267        22896.00        22896        22896           
3770      0.00024214        22951.00        22951        22951           
3780      0.00024219        23004.00        23004        23004           
3790      0.00024310        23063.00        23063        23063           
3800      0.00024902        23116.00        23116        23116           
3810      0.00024512        23165.00        23165        23165           
3820      0.00024577        23216.00        23216        23216           
3830      0.00024578        23261.00        23261        23261           
3840      0.00024639        23296.00        23296        23296           
3850      0.00024722        23371.00        23371        23371           
3860      0.00024878        23436.00        23436        23436           
3870      0.00024912        23495.00        23495        23495           
3880      0.00024970        23556.00        23556        23556           
3890      0.00025013        23613.00        23613        23613           
3900      0.00025203        23664.00        23664        23664           
3910      0.00025215        23721.00        23721        23721           
3920      0.00025777        23776.00        23776        23776           
3930      0.00025278        23831.00        23831        23831           
3940      0.00025321        23880.00        23880        23880           
3950      0.00025331        23929.00        23929        23929           
3960      0.00025711        23972.00        23972        23972           
3970      0.00025521        24015.00        24015        24015           
3980      0.00025550        24076.00        24076        24076           
3990      0.00025640        24131.00        24131        24131           
4000      0.00025677        24176.00        24176        24176           
4010      0.00025849        24231.00        24231        24231           
4020      0.00025994        24276.00        24276        24276           
4030      0.00025812        24315.00        24315        24315           
4040      0.00025890        24364.00        24364        24364           
4050      0.00025933        24411.00        24411        24411           
4060      0.00026041        24452.00        24452        24452           
4070      0.00026123        24493.00        24493        24493           
4080      0.00026255        24528.00        24528        24528           
4090      0.00026226        24563.00        24563        24563           
4100      0.00026253        24624.00        24624        24624           
4110      0.00026599        24733.00        24733        24733           
4120      0.00026914        24836.00        24836        24836           
4130      0.00026595        24935.00        24935        24935           
4140      0.00026759        25036.00        25036        25036           
4150      0.00026760        25131.00        25131        25131           
4160      0.00026814        25216.00        25216        25216           
4170      0.00026995        25321.00        25321        25321           
4180      0.00027315        25416.00        25416        25416           
4190      0.00027250        25505.00        25505        25505           
4200      0.00027329        25596.00        25596        25596           
4210      0.00027360        25683.00        25683        25683           
4220      0.00027421        25764.00        25764        25764           
4230      0.00027581        25857.00        25857        25857           
4240      0.00027573        25952.00        25952        25952           
4250      0.00027679        26047.00        26047        26047           
4260      0.00027780        26136.00        26136        26136           
