N         Time(s)           OB_avg          OB_max       OB_min
2880      0.00100478        30465.00        30465        30465           
2890      0.00089604        30585.00        30585        30585           
2900      0.00097243        30705.00        30705        30705           
2910      0.00086322        30825.00        30825        30825           
2920      0.00096590        30945.00        30945        30945           
2930      0.00094782        31065.00        31065        31065           
2940      0.00090698        31185.00        31185        31185           
2950      0.00081551        31305.00        31305        31305           
2960      0.00073916        31425.00        31425        31425           
2970      0.00093683        31545.00        31545        31545           
2980      0.00068716        31665.00        31665        31665           
2990      0.00091343        31785.00        31785        31785           
3000      0.00056431        31905.00        31905        31905           
3010      0.00057292        32025.00        32025        32025           
3020      0.00028386        32145.00        32145        32145           
3030      0.00034585        32265.00        32265        32265           
3040      0.00032796        32385.00        32385        32385           
3050      0.00025812        32505.00        32505        32505           
3060      0.00026820        32625.00        32625        32625           
3070      0.00034406        32745.00        32745        32745           
3080      0.00034262        32865.00        32865        32865           
3090      0.00040088        32985.00        32985        32985           
3100      0.00029034        33105.00        33105        33105           
3110      0.00041586        33225.00        33225        33225           
3120      0.00026651        33345.00        33345        33345           
3130      0.00028778        33465.00        33465        33465           
3140      0.00028686        33585.00        33585        33585           
3150      0.00029439        33705.00        33705        33705           
3160      0.00035724        33825.00        33825        33825           
3170      0.00034032        33945.00        33945        33945           
3180      0.00029107        34065.00        34065        34065           
3190      0.00048046        34185.00        34185        34185           
3200      0.00035148        34305.00        34305        34305           
3210      0.00031099        34425.00        34425        34425           
3220      0.00031832        34545.00        34545        34545           
3230      0.00032501        34665.00        34665        34665           
3240      0.00031947        34785.00        34785        34785           
3250      0.00031915        34905.00        34905        34905           
3260      0.00033085        35025.00        35025        35025           
3270      0.00030078        35145.00        35145        35145           
3280      0.00032909        35265.00        35265        35265           
3290      0.00031960        35385.00        35385        35385           
3300      0.00031104        35505.00        35505        35505           
3310      0.00028778        35625.00        35625        35625           
3320      0.00031040        35745.00        35745        35745           
3330      0.00039244        35865.00        35865        35865           
3340      0.00063671        35985.00        35985        35985           
3350      0.00094485        36105.00        36105        36105           
3360      0.00128577        36225.00        36225        36225           
3370      0.00109564        36345.00        36345        36345           
3380      0.00107186        36465.00        36465        36465           
3390      0.00109178        36585.00        36585        36585           
3400      0.00112822        36705.00        36705        36705           
3410      0.00121439        36825.00        36825        36825           
3420      0.00117448        36945.00        36945        36945           
3430      0.00109822        37065.00        37065        37065           
3440      0.00119128        37185.00        37185        37185           
3450      0.00122400        37305.00        37305        37305           
3460      0.00104701        37425.00        37425        37425           
3470      0.00114236        37545.00        37545        37545           
3480      0.00111345        37665.00        37665        37665           
3490      0.00105062        37785.00        37785        37785           
3500      0.00109256        37905.00        37905        37905           
3510      0.00105154        38025.00        38025        38025           
3520      0.00124580        38145.00        38145        38145           
3530      0.00122713        38265.00        38265        38265           
3540      0.00107706        38385.00        38385        38385           
3550      0.00115421        38505.00        38505        38505           
3560      0.00116283        38625.00        38625        38625           
3570      0.00121356        38745.00        38745        38745           
3580      0.00106833        38865.00        38865        38865           
3590      0.00113160        38985.00        38985        38985           
3600      0.00112196        39105.00        39105        39105           
3610      0.00122042        39225.00        39225        39225           
3620      0.00135211        39345.00        39345        39345           
3630      0.00111248        39465.00        39465        39465           
3640      0.00113426        39585.00        39585        39585           
3650      0.00113791        39705.00        39705        39705           
3660      0.00127699        39825.00        39825        39825           
3670      0.00123673        39945.00        39945        39945           
3680      0.00120913        40065.00        40065        40065           
3690      0.00119355        40185.00        40185        40185           
3700      0.00112557        40305.00        40305        40305           
3710      0.00136444        40425.00        40425        40425           
3720      0.00123640        40545.00        40545        40545           
3730      0.00116610        40665.00        40665        40665           
3740      0.00117493        40785.00        40785        40785           
3750      0.00125804        40905.00        40905        40905           
3760      0.00124951        41025.00        41025        41025           
3770      0.00129032        41145.00        41145        41145           
3780      0.00117133        41265.00        41265        41265           
3790      0.00128308        41385.00        41385        41385           
3800      0.00118571        41505.00        41505        41505           
3810      0.00122217        41625.00        41625        41625           
3820      0.00147691        41745.00        41745        41745           
3830      0.00127867        41865.00        41865        41865           
3840      0.00113411        41985.00        41985        41985           
3850      0.00123317        42105.00        42105        42105           
3860      0.00117939        42225.00        42225        42225           
3870      0.00130627        42345.00        42345        42345           
3880      0.00123791        42465.00        42465        42465           
3890      0.00121728        42585.00        42585        42585           
3900      0.00128653        42705.00        42705        42705           
3910      0.00120265        42825.00        42825        42825           
3920      0.00123747        42945.00        42945        42945           
3930      0.00121095        43065.00        43065        43065           
3940      0.00125383        43185.00        43185        43185           
3950      0.00138400        43305.00        43305        43305           
3960      0.00118239        43425.00        43425        43425           
3970      0.00119217        43545.00        43545        43545           
3980      0.00125897        43665.00        43665        43665           
3990      0.00123815        43785.00        43785        43785           
4000      0.00131506        43905.00        43905        43905           
4010      0.00139258        44025.00        44025        44025           
4020      0.00128305        44145.00        44145        44145           
4030      0.00125189        44265.00        44265        44265           
4040      0.00120627        44385.00        44385        44385           
4050      0.00131910        44505.00        44505        44505           
4060      0.00131242        44625.00        44625        44625           
4070      0.00123547        44745.00        44745        44745           
4080      0.00130190        44865.00        44865        44865           
4090      0.00143011        44985.00        44985        44985           
4100      0.00151479        45109.00        45109        45109           
4110      0.00130925        45239.00        45239        45239           
4120      0.00131106        45369.00        45369        45369           
4130      0.00142998        45499.00        45499        45499           
4140      0.00131119        45629.00        45629        45629           
4150      0.00138568        45759.00        45759        45759           
4160      0.00128562        45889.00        45889        45889           
