N         Time(s)           OB_avg          OB_max       OB_min
17620     0.00171798        293529.27       338855       274157          
17650     0.00170406        294503.35       361231       272854          
17680     0.00171507        295247.12       341857       274196          
17710     0.00175143        297082.69       327983       274439          
17740     0.00173334        295723.86       322855       278165          
17770     0.00174046        297256.43       344069       280157          
17800     0.00174348        296657.13       332408       278123          
17830     0.00176940        298851.28       348511       278190          
17860     0.00176435        300588.72       333521       276531          
17890     0.00176228        300976.05       355419       277500          
17920     0.00177276        300763.97       332120       281714          
17950     0.00176009        299706.63       337587       280458          
17980     0.00179781        298593.46       331786       278427          
18010     0.00177680        301052.07       330628       275104          
18040     0.00178319        302111.49       349652       277835          
18070     0.00178508        303436.03       333013       279471          
18100     0.00181837        304179.35       346702       282323          
18130     0.00179802        303646.08       339948       286523          
18160     0.00179416        302731.09       342650       283290          
18190     0.00180719        304726.98       347646       284636          
18220     0.00184578        305059.14       344406       281652          
18250     0.00182870        307168.62       339218       289301          
18280     0.00202328        307433.20       366361       284832          
18310     0.00184522        307298.44       339924       283845          
18340     0.00200455        307730.45       358729       285479          
18370     0.00182494        309210.59       344467       291297          
18400     0.00200801        309672.73       341089       286606          
18430     0.00182588        310490.13       344570       284999          
18460     0.00188665        310834.10       343617       290259          
18490     0.00184588        310304.17       349511       284240          
18520     0.00183733        312502.50       362662       290252          
18550     0.00186837        312419.88       343841       288549          
18580     0.00185819        312816.14       348203       287474          
18610     0.00183779        313118.33       353818       291203          
18640     0.00186553        314478.47       357675       295859          
18670     0.00183790        313407.71       347293       294633          
18700     0.00186882        313818.91       367676       291900          
18730     0.00195511        315547.94       361731       294164          
18760     0.00186568        316094.34       360741       295050          
18790     0.00188703        318334.90       367701       293717          
18820     0.00187979        319079.87       362254       297242          
18850     0.00195714        318434.79       358637       295977          
18880     0.00187273        318714.75       360325       297423          
18910     0.00185562        317660.75       351009       299979          
18940     0.00203184        320792.21       365627       298437          
18970     0.00189239        320736.60       353546       291783          
19000     0.00192892        320325.62       356080       290795          
19030     0.00189489        322150.66       363896       296323          
19060     0.00199635        319756.62       362529       291388          
19090     0.00262386        321978.04       359947       300848          
19120     0.00196327        322620.71       356396       295682          
19150     0.00200165        324111.97       364160       301160          
19180     0.00192100        322637.62       355880       300950          
19210     0.00194569        324328.22       356878       307131          
19240     0.00193696        326683.99       368073       299202          
19270     0.00195229        325719.37       360673       303645          
19300     0.00193928        326826.92       362568       299684          
19330     0.00192710        326942.50       425702       306222          
19360     0.00191334        327979.72       367769       307620          
19390     0.00200142        326822.94       378004       303734          
19420     0.00195314        329333.11       371399       307363          
19450     0.00195084        329860.96       377778       303700          
19480     0.00196152        330358.21       372490       308163          
19510     0.00197766        330345.21       356356       308159          
19540     0.00196033        326654.57       368520       305061          
19570     0.00199401        331823.35       378475       306059          
19600     0.00195810        330877.28       383912       309984          
19630     0.00200352        332505.86       374863       308596          
19660     0.00196744        331922.00       375231       309139          
19690     0.00220932        332955.58       376214       311189          
19720     0.00228827        335279.89       397054       307538          
19750     0.00200173        334301.59       397176       313714          
19780     0.00199630        336968.95       377943       314653          
19810     0.00199265        336644.44       388965       313046          
19840     0.00199261        334250.64       394333       308401          
19870     0.00203172        338092.38       397239       306468          
19900     0.00202704        336786.72       378253       314091          
19930     0.00198318        338325.51       384361       316180          
