N         Time(s)           OB_avg          OB_max       OB_min
4780      0.02697052        11421810.00     11421810     11421810        
4790      0.02719913        11469655.00     11469655     11469655        
4800      0.02723389        11517600.00     11517600     11517600        
4810      0.02725780        11565645.00     11565645     11565645        
4820      0.02754596        11613790.00     11613790     11613790        
4830      0.02745746        11662035.00     11662035     11662035        
4840      0.02793063        11710380.00     11710380     11710380        
4850      0.02814583        11758825.00     11758825     11758825        
4860      0.02793277        11807370.00     11807370     11807370        
4870      0.02854514        11856015.00     11856015     11856015        
4880      0.02931122        11904760.00     11904760     11904760        
4890      0.02827087        11953605.00     11953605     11953605        
4900      0.02853554        12002550.00     12002550     12002550        
4910      0.02829492        12051595.00     12051595     12051595        
4920      0.02856059        12100740.00     12100740     12100740        
4930      0.02830646        12149985.00     12149985     12149985        
4940      0.02867915        12199330.00     12199330     12199330        
4950      0.02902733        12248775.00     12248775     12248775        
4960      0.02865805        12298320.00     12298320     12298320        
4970      0.02878424        12347965.00     12347965     12347965        
4980      0.02885822        12397710.00     12397710     12397710        
4990      0.02900233        12447555.00     12447555     12447555        
5000      0.02888998        12497500.00     12497500     12497500        
